Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2024-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Barbados,BRB,GNI (current US$),NY.GNP.MKTP.CD,105050756.245499,111882192.285353,116552663.86362,130912621.253515,130354953.005364,139347353.506803,148967130.787413,165559642.149204,164433836.58259,184450310.149148,216058413.1841,243310986.344685,276533042.31018,338278073.902021,409861873.728091,479046487.108993,523496714.353913,589467685.215428,662714568.214498,799309609.617998,1000072821.60956,1131617609.34068,1179268379.47401,1237376184.81429,1354958434.93243,1421384412.51122,1520310247.10386,1670959081.19127,1777556804.05708,1980510117.83424,1966737930.69159,1981255904.1416,1928700000,2023666285.487,2105901655.6456,2158504449.8583,2293690647.83971,2437577686.07368,2749316362.55158,2866056779.19753,2964350000,2944900000,2987550000,3075550000,3327650000,3644500000,3960922900,4487950950,4544458350,4276757950,4422823100,4362197100,4450284200,4498853250,4514397300,4525708100,4626774500,4776711000,4888345200,5100139250,4712756550,4849276000,5674673700,6126564189.61345,
Brunei Darussalam,BRN,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2985532273.16591,3520487626.98389,3701774188.88021,4183632940.38492,4105729020.64685,4087220218.87545,4734103536.46706,5115454089.63285,5197311972.06908,4051142386.30212,4600116699.1257,6001282104.08228,5601018684.24974,5843368267.85391,6557397070.22741,7872202803.40877,9531420027.79385,11470464771.013,12310077884.5758,14447935493.8409,10784696153.981,13606804208.8464,18026683880.3637,18591240005.5379,17893708748.4794,17082333627.9833,13580879053.2624,12235540381.9605,12848604270.7209,13650782589.6144,13830321084.8112,12367589256.5284,14096146247.1917,16311905528.5303,15322318849.2123,
Bhutan,BTN,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,48609570.4884161,52138711.947751,55169472.3819306,62025940.9713202,73104301.7007009,68298556.6681972,69427211.9392392,77250689.2011397,73947059.7855424,82125550.9013378,103233438.586942,108025678.483501,107426042.925683,111540946.338898,126293930.288562,128709734.977261,155344196.612547,211403800.956679,246042564.580523,251720446.753567,269134447.504785,218695893.267004,211913535.426212,201892986.824774,238746726.482292,253247417.27415,268226624.807211,320810823.895144,307151164.347779,327705826.080744,460237665.5189,495873060.592983,551302431.998113,638148897.183206,719379360.566407,848823746.080482,939320668.628131,1238664998.37913,1283501731.51199,1280769884.85759,1585490423.0322,1824535647.05262,1797614040.8928,1789728220.73337,1922340685.33081,2012145410.646,2137243968.1519,2378534601.6088,2363147137.61236,2506135794.93877,2314749742.56461,2612193375.43686,2747666950.51647,,
Botswana,BWA,GNI (current US$),NY.GNP.MKTP.CD,34205217.5668458,36949379.7345437,39979670.9497872,42814562.5462227,46756471.5116855,51442483.5342173,56974851.5655183,62269018.8968691,70362818.3063272,82514340.7835311,100670003.657103,130921026.775438,164453151.283339,244407546.887111,309423718.536463,355168571.536751,372025093.006273,451624780.274597,590407374.447116,819870258.783053,1014056418.66898,1111339511.29266,1043693021.29536,1132574120.77023,1126756332.73335,1018334702.5361,1282073114.14133,1729125681.00964,2468024508.52789,2817256162.38338,3684802624.71875,4005749034.03664,4258848902.10809,4453761315.68358,4034905844.16189,4698170013.99968,4594673781.36735,4875448036.47895,4910053669.29492,5222002272.72973,5436161217.60947,5352478942.68301,4740674156.16695,6795865108.38603,7997879093.95044,9084360896.67168,9364081179.35612,10200889864.4686,10196319741.8197,10029057941.827,12147261071.9608,15016050301.2986,14164563194.2831,13621161024.7427,14998439776.0137,13076842710.5086,13792127267.5802,14738582295.4656,15447818705.438,15849851164.9503,14973976719.4164,18570736136.924,19736738932.3207,19153360989.6138,
Central African Republic,CAF,GNI (current US$),NY.GNP.MKTP.CD,111747735.938656,122726887.310844,124074618.132507,128971022.019669,141616945.244737,150166766.278627,157522949.399096,163413978.527188,188467450.855492,186939212.559209,187306595.221457,198941150.306855,228251296.037478,268083560.609579,278993430.239583,376717384.254518,450459750.880448,506691664.33772,611778627.419647,695364764.104587,799613520.579405,698104904.329938,741049398.411783,647990861.615387,628157007.221398,857549868.182657,1109865045.78911,1176881659.74295,1237401886.5629,1208296776.63025,1418273500.35437,1361256543.34825,1396427781.68259,1260064033.03736,830378026.917841,1094392676.29785,986712773.312405,922003116.175162,948607886.805663,991334220.888093,903680539.341506,924818570.257293,986946801.001388,1139521477.2,1258520984.50582,1327668788.25211,1450377436.21401,1689102987.51665,1970432708.54767,2061529813.69676,2152234866.4585,2447711016.35,2521348066.78279,1706709068.88562,1914516900.43771,1716880216.06095,1847781766.462,2177935587.59112,2386745438.20748,2386023468.72084,2456787984.44726,2688202219.11078,2509339923.99743,2706537361.94048,
Canada,CAN,GNI (current US$),NY.GNP.MKTP.CD,41358807740.2574,40945417262.5151,42174532789.3236,44845732652.4547,49108940094.0061,54167292529.9681,60639603251.6825,65033219898.7825,71178693930.7235,78517446464.1032,86905583309.4076,98159003763.1214,111973127588.645,129947894210.579,158580766871.166,171802537357.452,203585192697.769,207884725905.031,213974919786.096,237297467987.024,267380993841.943,296987238301.777,303780497689.876,331848425835.768,345679098139.14,354994507506.408,366251889168.766,419782051282.051,492889412529.455,547709459459.459,574627185464.518,592228332024.09,573080168776.371,559372141694.442,559172524897.481,585086709414.165,609656032269.894,634690885454.283,612674755645.433,655584572928.586,725237357753.687,718179235537.19,741406996750.143,873515809007.209,1004566487317.45,1149135996038.95,1298296897038.08,1447200446885.76,1530173383317.71,1350956171813.49,1585379875651.19,1759453773319.65,1795919869603.49,1818471075757.13,1776572160702.32,1532663548013.94,1509327936731.45,1628291572163.23,1695996608536.1,1722945761061.66,1643688332920.87,1990214506517.52,2133340105142.4,2109385712447.44,
Central Europe and the Baltics,CEB,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261836669103.476,241863943428.834,248088899837.689,263227725458.789,302315296588.087,388418891723.849,411500456394.519,404215636417.347,442594923214.366,427909703874.7,422374853643.315,461857996226.41,519225398587.73,618321896075.003,735264009641.993,859485639517.789,965057804880.788,1209966607885.7,1478666816967.03,1250768176172.39,1270241749550.55,1397907450332.83,1310956159887.68,1373205782455.36,1417340265314.18,1248097937047.75,1271192636377.39,1411603886958.12,1591950409978.88,1618252348773.05,1618699829765.76,1842941173275.69,1879710866534.97,2175468452380.28,
Switzerland,CHE,GNI (current US$),NY.GNP.MKTP.CD,10017523756.7067,11239429849.4261,12444687096.7276,13652035917.1975,15109175170.6115,15822517124.3731,17037410238.6735,18343366194.3509,19681362779.4018,21350607572.6683,25767838015.949,30901645442.8661,37860168141.1879,50998604280.601,58987732544.7615,67213735051.8704,70636865878.6386,75817033121.2215,105670166971.03,119185382496.783,126962602767.29,117343833125.969,119185447080.012,119274454881.564,114635351078.964,115972259230.954,164382273758.504,204794228605.562,223214765307.713,214164799519.773,270838067127.625,274278451578.107,284716969194.79,278163096362.817,305402339983.499,360582896405.92,348429909385.113,307037837800.593,317290560077.252,313690619757.689,296894664258.645,297137300308.13,316740784036.956,384828123561.298,427893734620.024,451869879537.424,473007249162.546,492718101466.178,529818824669.929,562214997702.417,629972347630.646,720038694879.46,697992809377.499,717684744662.856,725732044919.197,701133713181.255,683895323472.44,685587748787.691,699353255841.699,696318048854.117,716684165061.556,800495604747.336,801895036040.353,857292604211.435,
Channel Islands,CHI,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,295199648.640281,345809364.353159,417093294.038313,541929848.02938,626525364.927669,680911828.794291,656412226.195396,725310261.097699,951668789.369229,1165866682.47981,1539176983.23243,1439994019.78535,1381787421.36827,1331767315.1692,1235157512.49988,1288809993.24989,,,,,,,,,,,,,6035110963.89533,6206115515.28879,6243001967.01468,6080322441.34159,6482314148.68106,7173877551.02041,8288172830.46503,8512727272.72727,9205151793.92824,10888355342.1369,,,,,,,,,,,,,,,,,
Chile,CHL,GNI (current US$),NY.GNP.MKTP.CD,4038181818.18182,4751904761.90476,5541115311.90926,5501356350.18496,5860771564.80277,5982483370.28825,6977823941.83329,6844771112.86504,6976890634.08959,8131411000.23207,8944724241.88686,10757596854.7793,11774605231.5815,16716791826.0238,16025193227.0177,7337370084.86245,10012724021.3795,13600495118.9954,15503038530.0554,21130736340.3579,28106809871.7949,33046378043.5897,18047865078.0402,18614033635.4154,17641938544.9122,15632726787.4288,16958786056.8677,20499131286.9644,24064674480.6667,27941769563.8365,31377195813.1764,35885784703.8817,44029665344.2512,47581307940.9004,54447096548.6716,70656414243.1885,76078081793.6018,83129353790.9871,80154532621.7059,73432338908.4293,75600289541.5835,69224681513.4418,67561450727.5343,72616133044.5538,91774912486.2546,112636770526.652,137406723436.956,155560175060.934,165740284466.404,160012171545.053,202995610888.461,229490673704.388,252400856602.666,265043915853.553,248044111574.676,236499159249.766,242408025811.754,265419010571.047,283731132095.716,267848366678.638,238186960905.052,297670042257.932,287702182743.647,318450116063.725,
China,CHN,GNI (current US$),NY.GNP.MKTP.CD,59716249310.9742,50056685957.359,47209186415.3555,50706614526.1472,59708125203.8643,70436008642.4251,76720005491.8964,72881364882.4909,70846276051.4727,79705614854.7674,92602634891.6589,99800593790.9886,113689308020.343,138543170458.064,144188970821.072,163429530659.638,153939265947.775,174935933078.663,149540752829.268,178280594413.043,191087500000,195783049099.206,205361295278.626,231563322095.785,261221374528.571,310328084153.061,300735081440.58,272793546177.13,312230327072.016,347942587323.887,361822783694.073,384152337595.819,427130409858.713,443808937179.759,563285859689.748,722711422468.786,851312277321.562,950598333545.843,1012416756142.5,1079533505535.59,1196666294912.7,1320227796231.71,1455612429036.42,1650062101027.22,1950215158876,2269852493002.16,2746976328855.88,3558368430352.97,4622902194395.89,5093159063347.92,6061119730117.08,7481168651253.95,8512367896275.43,9492643372933.55,10488924466576.8,11008790517157.1,11177613255021.7,12294360421956.4,13833878513962.5,14239959159195.7,14570138553468,17696312719649.2,17770852261279.9,17663711932160.3,
Cote d'Ivoire,CIV,GNI (current US$),NY.GNP.MKTP.CD,556461972.29691,610784457.310549,628637732.811277,731665892.371403,896802317.248196,893071280.794188,990002896.346984,1046698105.67958,1243690120.44989,1319400808.44721,1419613979.2726,1517255629.49119,1789499913.0393,2405121063.23258,2973454142.15232,3752941296.11423,4503853895.77809,6070868192.69678,7591720786.24504,8682637701.40851,9680517025.41687,7910293027.8005,7026605096.58652,6150114795.06402,6349600155.54494,6295644866.23394,8468160551.48745,9196581454.53863,9302464075.50283,8372493903.36394,9209160119.15577,9121517086.27597,9807255406.8269,9679055051.97422,7539428556.81466,10012664587.0661,11223282690.4957,11002799372.5187,12020813057.1351,11742586597.9015,9739259799.95012,9920429937.78245,10857690467.2455,13047012644.7845,14789614207.4577,16439390778.5205,17106470545.5442,19561214782.6159,23421489631.6568,23436744023.9537,23995591357.5247,24425274888.759,25926659727.4129,29861782820.4704,47933652024.9735,44807751702.5044,47331529982.55,50973205770.8793,56893409586.3836,58700458323.6943,61181445318.3239,70557249154.8822,67874161725.9432,75606107317.348,
Cameroon,CMR,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,778045786.557123,885021223.583683,957837542.703687,1016992759.38391,1119275735.01572,1376836631.08886,1633547259.67119,1876158009.53225,2540677514.04605,2561200140.89613,2627811887.43537,4264015172.48433,5576487334.31188,5562771945.91782,5948519908.73504,6207429211.03209,6469482077.37936,7056306268.1369,8278151533.49287,11703434795.6135,12880965932.5244,12193312550.578,10797507576.7543,11786761068.7872,11102528723.9598,11387830102.0741,15497618393.2835,8474423043.96503,10316238262.7648,10514126088.3073,10224692035.0654,10819195260.833,11118672100.3754,9971652119.85065,10257038433.805,11741246551.3115,15443546602.0434,18422803171.2075,19020925175.2825,20658217749.493,23427237227.8613,27300877499.6596,27818823508.1966,27243249526.6638,30327885757.1145,29710253408.9052,33113313979.5509,35703010558.754,31773333682.5024,33256524236.4517,35436388545.5621,39216305348.0458,38825035814.2222,39933227702.4352,44262813774.9098,42537231817.7381,46953373571.8117,
"Congo, Dem. Rep.",COD,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8050000000,10128000000,5130667448.28741,4877619759.41348,5398456707.09715,5684838760.27068,5826805858.11559,4281472054.54545,18699788397.1014,7061817563,8430337554.61324,8710928320.4579,9989337555.95146,11457022323.4126,13982218317.6871,16102883772.5723,18458639111.6113,17862576444.95,20654940435.8225,24543304631.5936,27710051425.5743,29868626861.7829,32869069802.4626,35126777862.4323,36345366908.6642,36945658210.5005,45864379355.5355,48961721320.9821,47449011448.6566,53338482783.5393,62284414213.4529,64288287002.9969,
"Congo, Rep.",COG,GNI (current US$),NY.GNP.MKTP.CD,129555568.893687,148846634.256068,163401935.99912,169162488.261855,182325230.493609,194645508.043318,216790815.874492,234909005.509564,247612044.389496,260039278.109918,268160949.273163,315101012.140057,404360746.927161,521707244.088198,569489858.418533,737841783.205771,717374158.263929,727513266.898618,824162088.234713,1105749948.98027,1544186457.6059,1881339658.53412,2022256902.09249,1923414732.50584,2066650983.18926,2024073137.76275,1880968129.55288,2336153552.92445,1906837693.06003,2027194947.67752,2323840716.41317,2278923271.60268,2555424827.8359,2162161007.51081,1514504481.0644,1228291963.0002,1455086431.7075,1661142500.38119,1478608993.08253,1645552974.21985,2280886123.44606,1969428969.78787,2183515260.55016,2583994527.85293,3167358244.51213,5043792809.4087,6838186775.39028,7369856880.83095,10214799509.4018,8961396851.17391,12221536231.1538,14089660178.6591,16736472283.2997,17547363836.017,18182185028.3566,12368954507.4178,10540521862.8176,10275915430.6476,13950567996.1414,12568373989.4691,11405929491.7684,14241663526.9611,14773875170.5794,14485750739.955,
Colombia,COL,GNI (current US$),NY.GNP.MKTP.CD,4019001281.08515,4524766238.80597,4934159990.54079,4796438866.66667,5950087688.88889,5695009523.80952,5378688888.88889,5589327689.96395,5860219211.80724,6318187089.02706,7025370777.80549,7645029433.66126,8473740257.56058,10104386815.5458,12184409033.5627,12776548138.7115,14984942385.6463,19153335981.2042,22922871080.1893,27649181154.1237,33155485755.6215,35904126272.7293,37999647572.4732,37514872085.7243,36678124773.9728,33219419447.1772,33194484135.245,34383300523.0276,37467546940.1848,37241071886.2881,45539094152.431,47529164019.9154,56138199532.4409,64517805742.7946,80215001039.2722,90899889367.3424,95090835218.2207,104331050577.846,96790111934.4958,84924075931.7947,97718648093.3112,95777135425.9585,95314904268.2837,91412427226.8605,113027760127.865,141880361498.683,157492940589.508,199874294820.231,234129163989.797,225561446056.234,276539068640.164,320761717459.121,356514927997.961,368881076786.015,370407849663.061,289667485036.838,279593356364.689,306527532488.183,325924723780.778,315981529469.142,267833501944.667,313509201762.482,337877677468.28,361333752471.101,
Comoros,COM,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,212850558.599955,196610717.326426,184575756.516362,191118970.054719,184069257.358486,195553567.749658,277677193.694519,336548592.223251,354262330.365393,342746840.089915,428916975.894303,423598320.392728,461257334.526208,454703765.197493,319640674.486924,399479541.850166,396421284.396002,364678585.28548,369738383.301266,382656388.636361,351478573.92977,379225537.156707,425207810.943281,545532577.7499,631540708.345243,652172845.953938,696992620.211414,797225240.203094,913871833.393044,904095426.46153,907127366.66413,1022301422.43754,1014150823.30033,1116441467.3321,1154095453.26526,971041229.263184,1018354713.48476,1082473390.9003,1195077463.01975,1200664052.32512,1229785123.82979,1302397963.15498,1248694701.42531,1355203004.53099,
Cabo Verde,CPV,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,138856642.815217,139991880.425017,136158469.442809,131601735.031802,127523170.720601,133652101.95292,187959792.883683,235030063.064341,265056605.265897,270668708.28307,309176224.019611,321024263.387856,358442263.81252,491380499.086128,406239075.112039,484576531.820489,497578329.732296,487022137.740692,516378634.446505,583542586.616684,525174330.399851,557029312.72868,605789816.017085,798746077.975201,906734627.316639,938575439.170981,1062622993.5344,1618241425.38587,1912560007.82839,1809327570.45137,1751605293.64241,1973681911.12362,1838501321.50582,1964307698.69692,1949294165.67812,1690799359.91593,1790348386.97019,1935686290.47563,2158337751.94504,2209768659.84476,1783145434.40201,2023485052.31295,2274973467.29721,2577481780.61902,
Costa Rica,CRI,GNI (current US$),NY.GNP.MKTP.CD,502758192.431205,485021006.996753,469634667.147862,503109261.514864,531162283.273936,578881162.264151,631805630.188679,681856618.867925,754641494.339623,837730203.773585,969030158.490566,1060096926.68077,1200686058.7792,1488154781.62436,1624813114.7541,1894935064.17736,2336934399.06651,2992727012.83547,3409908809.80163,3885819323.22054,4615347012.83547,2339703624.44025,2202723100.13613,2813172458.27127,3358577550.78444,3637004055.44554,4145083679.21147,4235852462.96001,4277829898.40348,4849125767.47627,5459187786.75989,7012202696.23458,8366581365.35474,9377109119.77982,10394715751.4968,11429222091.5215,11578167151.7982,12497934828.031,13419122090.2834,13735866281.1537,14324629658.6521,15242174336.9721,15815820687.2881,16474760506.9483,17822594846.2083,19287642476.9817,22054540324.6944,26197700344.8406,30212744881.9502,29744714312.9155,36472426417.6886,41344486513.6202,45775956268.5463,49121586876.0943,49902499564.3832,54062017353.0752,56395469028.9531,57355101832.4529,59076173146.5951,60587969644.6245,58761251717.2675,60709803920.4315,64108881252.6523,79835038284.7354,
Caribbean small states,CSS,GNI (current US$),NY.GNP.MKTP.CD,605050246.802199,659824440.347544,693046394.831867,708884439.336837,770104624.316714,887926119.638992,993347877.208128,1117370263.54053,1146208876.60699,1288898872.67007,1424378270.12852,1541275995.2144,1650117113.91799,1869216263.5493,2230706443.15283,2704838725.92388,2408201016.85371,2741377014.77126,3131738734.40747,3717370078.07506,4359641124.89141,4713964948.55653,4887460175.45901,5114659001.47299,5596444144.14347,6066880838.25115,6520198284.35204,7053176168.33107,7755114129.8456,7764733679.74403,8033360803.32822,8144780695.99932,8440657966.54029,8730871239.29297,9401295529.20963,10528808579.0696,11675125954.4005,13830335675.5086,15028414595.4611,16011184656.9165,16875636660.6157,16888521804.9866,18000889971.0623,18531241310.1349,19517414805.4361,21426544268.1586,24980861851.6734,27220244355.2284,28650477760.4104,28026407458.6502,28940715227.9459,29264748684.8033,31116148728.7721,31505001285.4356,32291302882.8441,33290516748.1162,32002407438.3456,33260789443.1341,34242089207.1064,35764096690.793,29960409862.0955,34914648385.8915,45119225326.7321,49850090008.4771,
Cuba,CUB,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,5584007500,6782256200,7979320041.97272,9796397346.20024,11187718414.6341,12778100609.7561,13525388428.7454,13933525180.7229,17502936103.8961,19211775616.4384,19531412500,19762075662.6506,20547988470.5882,21783970197.9045,23596807057.4843,22466664483.0222,23746921046.3163,24714712705.0744,26992651715.0396,26599988081.5071,28034938962.766,23862628224.3756,21760981486.4865,22010768378.3784,27876975405.4054,29759817694.37,24524568700,24882408100,25287731200,27849715200,29943500000,31178800000,32979826200,35340723500,37552770500,42010636100,48263703703.7037,53374259259.2593,55325092592.5926,55960185185.1852,58237037037.037,67926000000,72146000000,76226000000,79602100000,86014000000,90086000000,95497000000,98575000000,101873800000,,,,,
Curacao,CUW,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2894784972.06704,2951663072.6257,2951110502.7933,2993652793.29609,3014589273.74302,2967651061.45251,2998237709.49721,3028320111.73184,3038652569.8324,2551929888.26816,2771395858.65922,3067935215.53575,,
Cayman Islands,CYM,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3934132272.94206,4044214592.74826,2904990541.51226,2646064882.23504,2632382460.44014,2793005883.11436,3102982417.13516,3460458663.56592,3860560481.71173,4403860293.38241,3861758325.5754,4203147281.5458,4659291757.69995,,
